Region,File_path,Bounds
MO_Steelville_2011/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_Steelville_2011/ept.json,"([-10172847, 4573166], [-10166667, 4579346])"
MO_SullivanCo_2012/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_SullivanCo_2012/ept.json,"([-10403844, 4875014], [-10356410, 4922448])"
MO_UpperGrand_2011/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_UpperGrand_2011/ept.json,"([-10552867, 4796165], [-10397429, 4951603])"
MO_Washinton-IronCo_2011/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_Washinton-IronCo_2011/ept.json,"([-10164901, 4521326], [-10071179, 4615048])"
MO_WestCentral_1_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_WestCentral_1_2018/ept.json,"([-10533541, 4624765], [-10317009, 4841297])"
MO_WestCentral_2_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_WestCentral_2_2018/ept.json,"([-10128859, 4636714], [-10029673, 4735900])"
MO_WestCentral_3_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_WestCentral_3_2018/ept.json,"([-10143869, 4299209], [-9876205, 4566873])"
MO_WestCentral_4_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_WestCentral_4_2018/ept.json,"([-10203383, 4650293], [-10092361, 4761315])"
MS_CampShelby_2006/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MS_CampShelby_2006/ept.json,"([-9980304, 3580509], [-9865002, 3695811])"
MS_MSDeltaYazoo-Phase1_2009/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MS_MSDeltaYazoo-Phase1_2009/ept.json,"([-10258861, 3802935], [-9887013, 4174783])"
MS_MississippiDelta_A1_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MS_MississippiDelta_A1_2018/ept.json,"([-10034182, 3984104], [-9853678, 4164608])"
MS_MississippiDelta_A2_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MS_MississippiDelta_A2_2018/ept.json,"([-10195125, 3898170], [-9928697, 4164598])"
MS_NRCS-Lauderdale_2013/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MS_NRCS-Lauderdale_2013/ept.json,"([-9981145, 3740453], [-9799861, 3921737])"
MS_NRCS_East_1_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MS_NRCS_East_1_2018/ept.json,"([-10071186, 3820526], [-10017588, 3874124])"
MS_Tupelo_2012/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MS_Tupelo_2012/ept.json,"([-10005176, 3853380], [-9749324, 4109232])"
MT_Helena_2012/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MT_Helena_2012/ept.json,"([-12499835, 5856635], [-12446753, 5909717])"
MT_NRCS_B1_QL1_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MT_NRCS_B1_QL1_2018/ept.json,"([-12612588, 6171260], [-12563336, 6220512])"
MT_NRCS_B1_QL2_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MT_NRCS_B1_QL2_2018/ept.json,"([-12733479, 5521853], [-11836493, 6418839])"
MT_NRCS_B2_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MT_NRCS_B2_2018/ept.json,"([-11889119, 5575903], [-11580115, 5884907])"
MT_SageGrouse_2010/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MT_SageGrouse_2010/ept.json,"([-12165162, 5822226], [-12099310, 5888078])"
NC_BladenCo_2014/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NC_BladenCo_2014/ept.json,"([-8783116, 4071981], [-8703746, 4151351])"
NC_BrunswickCo_2014/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NC_BrunswickCo_2014/ept.json,"([-8755722, 4001331], [-8674738, 4082315])"
NC_ColumbusCo_2014/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NC_ColumbusCo_2014/ept.json,"([-8803455, 4005454], [-8702037, 4106872])"
NC_DuplinCo_2014/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NC_DuplinCo_2014/ept.json,"([-8707209, 4124328], [-8641853, 4189684])"
NC_EdgecombeCo_2014/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NC_EdgecombeCo_2014/ept.json,"([-8669448, 4254745], [-8603302, 4320891])"
NC_FranklinCo_2014/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NC_FranklinCo_2014/ept.json,"([-8745348, 4276183], [-8684782, 4336749])"
NC_GreeneCo_2014/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NC_GreeneCo_2014/ept.json,"([-8664500, 4211516], [-8623074, 4252942])"
NC_HalifaxCo_2014/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NC_HalifaxCo_2014/ept.json,"([-8682957, 4292663], [-8596339, 4379281])"
NC_HurricaneFlorence_1_2020/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NC_HurricaneFlorence_1_2020/ept.json,"([-8849768, 3996029], [-8677680, 4168117])"
NC_HurricaneFlorence_3_2020/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NC_HurricaneFlorence_3_2020/ept.json,"([-8673858, 4148178], [-8577850, 4244186])"
NC_JohnstonCo_2014/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NC_JohnstonCo_2014/ept.json,"([-8765349, 4199220], [-8688369, 4276200])"
NC_LenoirCo_2014/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NC_LenoirCo_2014/ept.json,"([-8667372, 4164817], [-8609660, 4222529])"
NC_NashCo_2014/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NC_NashCo_2014/ept.json,"([-8713358, 4262931], [-8647408, 4328881])"
NC_NewHanoverCo_2014/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NC_NewHanoverCo_2014/ept.json,"([-8702124, 4013041], [-8633864, 4081301])"
NC_PenderCo_2014/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NC_PenderCo_2014/ept.json,"([-8712941, 4054673], [-8628063, 4139551])"
NC_RobesonCo_2014/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NC_RobesonCo_2014/ept.json,"([-8853654, 4069084], [-8764428, 4158310])"
NC_SampsonCo_2014/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NC_SampsonCo_2014/ept.json,"([-8777982, 4105848], [-8676996, 4206834])"
NC_VanceCo_2014/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NC_VanceCo_2014/ept.json,"([-8752873, 4325436], [-8701569, 4376740])"
NC_WarrenCo_2014/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NC_WarrenCo_2014/ept.json,"([-8718694, 4328860], [-8670918, 4376636])"
NC_WayneCo_2014/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NC_WayneCo_2014/ept.json,"([-8718882, 4185604], [-8658624, 4245862])"
NC_WilsonCo_2014/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NC_WilsonCo_2014/ept.json,"([-8704226, 4233481], [-8646144, 4291563])"
NE_CumingCo_2010/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NE_CumingCo_2010/ept.json,"([-10851564, 5051847], [-10710514, 5192897])"
NE_NIROC-PapioCo_2010/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NE_NIROC-PapioCo_2010/ept.json,"([-10721752, 5070409], [-10690060, 5102101])"
NE_Northeast_1_2020/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NE_Northeast_1_2020/ept.json,"([-10839524, 5111467], [-10667124, 5283867])"
NE_Northeast_2_2020/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NE_Northeast_2_2020/ept.json,"([-11104244, 5050743], [-10850980, 5304007])"
NE_Northeast_3_2020/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NE_Northeast_3_2020/ept.json,"([-10920491, 5121349], [-10746413, 5295427])"
NE_PostSpringFlood_OrthoLidar_B1_2019/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NE_PostSpringFlood_OrthoLidar_B1_2019/ept.json,"([-11117203, 5174869], [-10909483, 5382589])"
NE_Rainwater-1_2009/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NE_Rainwater-1_2009/ept.json,"([-11314246, 4802319], [-10913376, 5203189])"
NE_Rainwater-2_2009/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NE_Rainwater-2_2009/ept.json,"([-11748484, 4214957], [-10260270, 5703171])"
NE_SouthernNE_B1_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NE_SouthernNE_B1_2018/ept.json,"([-10941078, 4802105], [-10738072, 5005111])"
NE_SouthernNE_B2_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NE_SouthernNE_B2_2018/ept.json,"([-11091428, 4816830], [-10889572, 5018686])"
NE_SouthernNE_B3_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NE_SouthernNE_B3_2018/ept.json,"([-11157094, 4884654], [-10988834, 5052914])"
NE_SouthernNE_B4A_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NE_SouthernNE_B4A_2018/ept.json,"([-10992809, 4942538], [-10838803, 5096544])"
NE_SouthernNE_B4B_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NE_SouthernNE_B4B_2018/ept.json,"([-10777729, 4980274], [-10644135, 5113868])"
NE_SouthernNE_B5_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NE_SouthernNE_B5_2018/ept.json,"([-10733137, 4980334], [-10620175, 5093296])"
NH_Coastal_2_2019/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NH_Coastal_2_2019/ept.json,"([-8007230, 5258893], [-7868128, 5397995])"
NJ_CapeMayCo_2008/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NJ_CapeMayCo_2008/ept.json,"([-8351282, 4709633], [-8292276, 4768639])"
NJ_CumberlandCo_2008/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NJ_CumberlandCo_2008/ept.json,"([-8396658, 4742021], [-8331538, 4807141])"
NJ_GloucesterCo_2007/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NJ_GloucesterCo_2007/ept.json,"([-8398894, 4790916], [-8335288, 4854522])"
NJ_SalemCo_2008/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NJ_SalemCo_2008/ept.json,"([-8426395, 4772572], [-8377585, 4821382])"
NJ_SalemCo_2009/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NJ_SalemCo_2009/ept.json,"([-8418746, 4787955], [-8371116, 4835585])"
NJ_South_Jersey_FEMA_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NJ_South_Jersey_FEMA_2018/ept.json,"([-8433903, 4678047], [-8106441, 5005509])"
NJ_SouthernNJ_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NJ_SouthernNJ_2018/ept.json,"([-8412818, 4702105], [-8270462, 4844461])"
NJ_SussexWarren_2008/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NJ_SussexWarren_2008/ept.json,"([-8368269, 4990614], [-8293645, 5065238])"
NM_Albuquerque_2010/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NM_Albuquerque_2010/ept.json,"([-11947576, 4096075], [-11792494, 4251157])"
NM_McKinley_CoalMine_2012/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NM_McKinley_CoalMine_2012/ept.json,"([-12139563, 4242044], [-12116647, 4264960])"
NM_NRCS_MiddleRioGrande_2017/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NM_NRCS_MiddleRioGrande_2017/ept.json,"([-12086467, 3925268], [-11683267, 4328468])"
NM_Navajo-Pinabete_CoalMine_2012/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NM_Navajo-Pinabete_CoalMine_2012/ept.json,"([-12097643, 4364060], [-12059483, 4402220])"
NM_NorthWest_B1_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NM_NorthWest_B1_2018/ept.json,"([-12025722, 4289807], [-11874664, 4440865])"
NM_NorthWest_B2A_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NM_NorthWest_B2A_2018/ept.json,"([-12211321, 4061782], [-12038537, 4234566])"
NM_NorthWest_B2B_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NM_NorthWest_B2B_2018/ept.json,"([-12022251, 4381062], [-11952657, 4450656])"
NM_NorthWest_B3B_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NM_NorthWest_B3B_2018/ept.json,"([-12017942, 4243968], [-11982428, 4279482])"
NM_NorthWest_B4_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NM_NorthWest_B4_2018/ept.json,"([-12089264, 4335362], [-12015266, 4409360])"
NM_NorthWest_Jicarilla_TL_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NM_NorthWest_Jicarilla_TL_2018/ept.json,"([-11987512, 4310441], [-11857214, 4440739])"
NM_NorthWest_Navajo_A_TL_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NM_NorthWest_Navajo_A_TL_2018/ept.json,"([-12254570, 4121301], [-11935470, 4440401])"
NM_NorthWest_Navajo_B_TL_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NM_NorthWest_Navajo_B_TL_2018/ept.json,"([-12062864, 4238092], [-11909276, 4391680])"
NM_NorthWest_SouthernUte_TL_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NM_NorthWest_SouthernUte_TL_2018/ept.json,"([-11998773, 4392097], [-11904973, 4485897])"
NM_NorthWest_UteMountain_TL_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NM_NorthWest_UteMountain_TL_2018/ept.json,"([-12139412, 4385435], [-12053078, 4471769])"
NM_NorthWest_Zuni_TL_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NM_NorthWest_Zuni_TL_2018/ept.json,"([-12202239, 4096549], [-12077175, 4221613])"
NM_Northeast_B1_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NM_Northeast_B1_2018/ept.json,"([-11624628, 4052016], [-11468280, 4208364])"
NM_Northeast_B2_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NM_Northeast_B2_2018/ept.json,"([-11667803, 4134843], [-11468231, 4334415])"
NM_Northeast_B3_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NM_Northeast_B3_2018/ept.json,"([-11712068, 4181442], [-11468290, 4425220])"
NM_Northeast_B4_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NM_Northeast_B4_2018/ept.json,"([-11712024, 4242583], [-11465454, 4489153])"
NM_Northeast_B5_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NM_Northeast_B5_2018/ept.json,"([-11715120, 4307661], [-11453524, 4569257])"
NM_RioSanJose_TL_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NM_RioSanJose_TL_2016/ept.json,"([-12094480, 4068725], [-11896458, 4266747])"
NM_SouthCentral_Acoma_TL_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NM_SouthCentral_Acoma_TL_2018/ept.json,"([-12027101, 4120815], [-11984787, 4163129])"
NM_SouthCentral_B10_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NM_SouthCentral_B10_2018/ept.json,"([-12198988, 3998449], [-12022326, 4175111])"
NM_SouthCentral_B1_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NM_SouthCentral_B1_2018/ept.json,"([-12042758, 3734720], [-11922984, 3854494])"
NM_SouthCentral_B2_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NM_SouthCentral_B2_2018/ept.json,"([-12139644, 3747150], [-12022336, 3864458])"
NM_SouthCentral_B3_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NM_SouthCentral_B3_2018/ept.json,"([-12038175, 3852554], [-11926561, 3964168])"
NM_SouthCentral_B4_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NM_SouthCentral_B4_2018/ept.json,"([-12184094, 3638567], [-12022336, 3800325])"
NM_SouthCentral_B5_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NM_SouthCentral_B5_2018/ept.json,"([-12289048, 3762607], [-12068196, 3983459])"
NM_SouthCentral_B6_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NM_SouthCentral_B6_2018/ept.json,"([-11966957, 3733893], [-11832399, 3868451])"
NM_SouthCentral_B7_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NM_SouthCentral_B7_2018/ept.json,"([-12022677, 3861803], [-11869293, 4015187])"
NM_SouthCentral_B8_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NM_SouthCentral_B8_2018/ept.json,"([-12175124, 3848978], [-12013544, 4010558])"
NM_SouthCentral_B9_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NM_SouthCentral_B9_2018/ept.json,"([-12082726, 4007375], [-11795596, 4294505])"
NM_SouthCentral_Fort_Sill_TL_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NM_SouthCentral_Fort_Sill_TL_2018/ept.json,"([-11958530, 3793527], [-11956708, 3795349])"
NM_SouthCentral_Navajo_A_TL_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NM_SouthCentral_Navajo_A_TL_2018/ept.json,"([-12069044, 4121103], [-12043108, 4147039])"
NM_SouthCentral_Navajo_B_TL_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NM_SouthCentral_Navajo_B_TL_2018/ept.json,"([-11972235, 4067992], [-11968489, 4071738])"
NM_SouthCentral_Zuni_TL_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NM_SouthCentral_Zuni_TL_2018/ept.json,"([-12140587, 4087749], [-12100331, 4128005])"
NM_SouthEast_B1_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NM_SouthEast_B1_2018/ept.json,"([-11866109, 3681602], [-11607157, 3940554])"
NM_SouthEast_B3_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NM_SouthEast_B3_2018/ept.json,"([-11609586, 3740767], [-11472712, 3877641])"
NM_SouthEast_B4_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NM_SouthEast_B4_2018/ept.json,"([-11883507, 3825613], [-11724779, 3984341])"
NM_SouthEast_B5_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NM_SouthEast_B5_2018/ept.json,"([-11724964, 3788365], [-11495358, 4017971])"
NM_SouthEast_B8_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NM_SouthEast_B8_2018/ept.json,"([-11857298, 4016305], [-11692770, 4180833])"
NM_WhiteSandsNM_2020/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NM_WhiteSandsNM_2020/ept.json,"([-11855499, 3844040], [-11814879, 3884660])"
NV_ClarkCounty_B1_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NV_ClarkCounty_B1_2018/ept.json,"([-12873363, 4160925], [-12614681, 4419607])"
NV_LasVegasValley_2010/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NV_LasVegasValley_2010/ept.json,"([-12843051, 4284183], [-12775957, 4351277])"
NY_3County_2019/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NY_3County_2019/ept.json,"([-8808514, 5187606], [-8624120, 5372000])"
NY_Columbia_Rensselaer_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NY_Columbia_Rensselaer_2016/ept.json,"([-8255567, 5155808], [-8139651, 5271724])"
NY_FEMAR2_Central_B1_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NY_FEMAR2_Central_B1_2018/ept.json,"([-8803683, 4869630], [-8179087, 5494226])"
NY_NewYorkCity/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NY_NewYorkCity/ept.json,"([-8267099, 4937860], [-8204119, 5000840])"
NY_Region2Lot1-FEMA_2012/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NY_Region2Lot1-FEMA_2012/ept.json,"([-8251473, 5216193], [-8076733, 5390933])"
OH_Statewide_Phase1_1_2019/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/OH_Statewide_Phase1_1_2019/ept.json,"([-9442285, 4866962], [-9058379, 5250868])"
OH_Statewide_Phase1_2_2019/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/OH_Statewide_Phase1_2_2019/ept.json,"([-9451459, 4972234], [-9348713, 5074980])"
OH_Statewide_Phase1_4_2019/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/OH_Statewide_Phase1_4_2019/ept.json,"([-9292253, 4981139], [-9221425, 5051967])"
OK_GrandLake_2010/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/OK_GrandLake_2010/ept.json,"([-10598314, 4363801], [-10511470, 4450645])"
OK_McIntosh_2011/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/OK_McIntosh_2011/ept.json,"([-10683945, 4183039], [-10624653, 4242331])"
OK_Panhandle_B1A_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/OK_Panhandle_B1A_2018/ept.json,"([-11469587, 4346778], [-11354391, 4461974])"
OK_Panhandle_B1B_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/OK_Panhandle_B1B_2018/ept.json,"([-10886869, 4175630], [-10799621, 4262878])"
OK_Panhandle_B1C_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/OK_Panhandle_B1C_2018/ept.json,"([-10579972, 4392434], [-10532580, 4439826])"
OK_Panhandle_B2_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/OK_Panhandle_B2_2018/ept.json,"([-11354771, 4293968], [-11131803, 4516936])"
OK_Pottawatomie_2011/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/OK_Pottawatomie_2011/ept.json,"([-10836652, 4166429], [-10747664, 4255417])"
OK_Stillwater_2010/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/OK_Stillwater_2010/ept.json,"([-10893598, 4287694], [-10783714, 4397578])"
OK_WashitaRiver_14NAD83_2009/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/OK_WashitaRiver_14NAD83_2009/ept.json,"([-11132349, 4014740], [-10753153, 4393936])"
OK_WashitaRiver_14WGS84_2009/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/OK_WashitaRiver_14WGS84_2009/ept.json,"([-10808194, 4012420], [-10670852, 4149762])"
OK_WashitaRiver_UTM15_2009/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/OK_WashitaRiver_UTM15_2009/ept.json,"([-10621819, 4118527], [-10499717, 4240629])"
OR_Klamath_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/OR_Klamath_2018/ept.json,"([-13644368, 5192790], [-13555250, 5281908])"
OR_Malheur_USFS_2010/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/OR_Malheur_USFS_2010/ept.json,"([-13286725, 5524124], [-13201747, 5609102])"
OR_PoleCreek_2013/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/OR_PoleCreek_2013/ept.json,"([-13556879, 5480766], [-13531325, 5506320])"
PA_3_County_South_Central_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/PA_3_County_South_Central_2018/ept.json,"([-8586966, 4885424], [-8371732, 5100658])"
PA_Northcentral_B1_2019/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/PA_Northcentral_B1_2019/ept.json,"([-8773818, 4704074], [-8444832, 5033060])"
PA_Northcentral_B2_2019/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/PA_Northcentral_B2_2019/ept.json,"([-8789573, 4891838], [-8633269, 5048142])"
PA_Northcentral_B3QL1_2019/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/PA_Northcentral_B3QL1_2019/ept.json,"([-8825756, 5065410], [-8728764, 5162402])"
PA_Northcentral_B3_2019/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/PA_Northcentral_B3_2019/ept.json,"([-8806404, 4973182], [-8558560, 5221026])"
PA_Northcentral_B4_2019/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/PA_Northcentral_B4_2019/ept.json,"([-8696705, 4957406], [-8569543, 5084568])"
PA_Northcentral_B5_2019/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/PA_Northcentral_B5_2019/ept.json,"([-8572852, 4914500], [-8312970, 5174382])"
PA_WesternPA_1_2019/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/PA_WesternPA_1_2019/ept.json,"([-8965113, 4778981], [-8723207, 5020887])"
PA_WesternPA_2_2019/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/PA_WesternPA_2_2019/ept.json,"([-8965171, 4889038], [-8761915, 5092294])"
PA_WesternPA_3_2019/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/PA_WesternPA_3_2019/ept.json,"([-8833894, 5111077], [-8782536, 5162435])"
PA_WesternPA_4_2019/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/PA_WesternPA_4_2019/ept.json,"([-8965150, 5045388], [-8784908, 5225630])"
PR_PuertoRico_2016_LAS_2017/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/PR_PuertoRico_2016_LAS_2017/ept.json,"([-7564720, 1910847], [-7259474, 2216093])"
SC_AndersonCo_2011/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/SC_AndersonCo_2011/ept.json,"([-9244531, 4055476], [-9158629, 4141378])"
SC_BerkeleyCo_2009/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/SC_BerkeleyCo_2009/ept.json,"([-8947691, 3864166], [-8842093, 3969764])"
SC_Berkeley_B2_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/SC_Berkeley_B2_2016/ept.json,"([-8922410, 3897804], [-8909656, 3910558])"
SC_CherokeeCo_2008/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/SC_CherokeeCo_2008/ept.json,"([-9114266, 4136462], [-9057706, 4193022])"
SC_ChesterCo_2008/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/SC_ChesterCo_2008/ept.json,"([-9072518, 4084984], [-9000208, 4157294])"
SC_ChesterfieldCo_2008/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/SC_ChesterfieldCo_2008/ept.json,"([-8968685, 4064250], [-8879955, 4152980])"
SC_ClarendonCo_2008/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/SC_ClarendonCo_2008/ept.json,"([-8965884, 3948998], [-8890310, 4024572])"
SC_DarlingtonCo_2008/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/SC_DarlingtonCo_2008/ept.json,"([-8937867, 4035407], [-8865713, 4107561])"
SC_DillonCo_2008/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/SC_DillonCo_2008/ept.json,"([-8865747, 4054531], [-8802117, 4118161])"
SC_FairfieldCo_2008/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/SC_FairfieldCo_2008/ept.json,"([-9064959, 4042776], [-8991347, 4116388])"
SC_FlorenceCo_2009/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/SC_FlorenceCo_2009/ept.json,"([-8915762, 3990965], [-8828036, 4078691])"
